"g","director","programmer","artist","composer","writer","designer","genre","developer","release_date","score","platform"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/Mark_Ferrari","http://dbpedia.org/resource/Michael_Land","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/William_Eaken","http://dbpedia.org/resource/Michael_Land","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/Mark_Ferrari","http://dbpedia.org/resource/Clint_Bajakian","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/William_Eaken","http://dbpedia.org/resource/Clint_Bajakian","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/Mark_Ferrari","http://dbpedia.org/resource/Peter_McConnell","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/William_Eaken","http://dbpedia.org/resource/Peter_McConnell","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/Mark_Ferrari","http://dbpedia.org/resource/Michael_Land","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/William_Eaken","http://dbpedia.org/resource/Michael_Land","http://dbpedia.org/resource/Hal_Barwood","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/Mark_Ferrari","http://dbpedia.org/resource/Clint_Bajakian","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/Indiana_Jones_and_the_Fate_of_Atlantis","http://dbpedia.org/resource/Hal_Barwood",,"http://dbpedia.org/resource/William_Eaken","http://dbpedia.org/resource/Clint_Bajakian","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Noah_Falstein","http://dbpedia.org/resource/Graphic_adventure_game","http://dbpedia.org/resource/LucasArts",2014-10-28,,"http://dbpedia.org/resource/Microsoft_Windows"
