"g","director","programmer","artist","composer","writer","designer","genre","developer","release_date","score","platform"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Yousri Salas","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Axel Cossardeaux","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Philippe Vimont","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Juilen Chevallier","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Yousri Salas","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Juilen Chevallier","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Philippe Vimont","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Lorenzo Avi","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Yousri Salas","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Lorenzo Avi","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Philippe Vimont","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Romain Claude","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Yousri Salas","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Romain Claude","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Ubisoft_Montpellier",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Philippe Vimont","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Axel Cossardeaux","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Feral_Interactive",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Yousri Salas","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Axel Cossardeaux","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Feral_Interactive",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
"http://dbpedia.org/resource/Rayman_Origins","http://dbpedia.org/resource/Michel_Ancel","Philippe Vimont","Celine Tellier","http://dbpedia.org/resource/Christophe_Héral","Gabrielle Shrager","Juilen Chevallier","http://dbpedia.org/resource/Platform_game","http://dbpedia.org/resource/Feral_Interactive",2011-11-15,87,"http://dbpedia.org/resource/Category:Windows_games"
